DAY|TIME PLAYED|SONG TITLE|SONG ARTIST
2024-09-07|10:11|EVEN|RICHIE CAMPBELL FEAT. VAN ZEE & FRANKIEONTHEGUITAR
2024-09-07|10:14|STICK SEASON|NOAH KAHAN
2024-09-07|10:17|ALIBI|SEVDALIZA WITH PABLLO VITTAR & YSEULT
2024-09-07|10:20|WOMANS WORLD|KATY PERRY
2024-09-07|10:23|USED TO BE YOUNG|MILEY CYRUS
2024-09-07|10:26|LOOK WHOS LAUGHING NOW|BENJAMIN INGROSSO
2024-09-07|10:29|A SKY FULL OF STARS|COLDPLAY
2024-09-07|10:33|HOT UPTOWN|CAMILA CABELLO FEAT. DRAKE
2024-09-07|10:35|TATA|SLOW J
2024-09-07|10:38|MENTA|DAVID CARREIRA FEAT. DJODJE
2024-09-07|10:41|SAGRADO PROFANO|LUISA SONZA FEAT. KAYBLACK
2024-09-07|10:45|YAMORE|MOBLACK & SALIF KEITA FEAT. CESARIA EVORA, BENJA & FRANC FALA
2024-09-07|10:49|OTRA NOCHE SIN TI|J. BALVIN FEAT. KHALID
2024-09-07|10:53|ADORE YOU|HUGEL X TOPIC X ARASH FEAT. DAECOLM
2024-09-07|10:56|MORE THAN YOU KNOW|AXWELL & INGROSSO
2024-09-07|11:00|OHNANA|KAPO
2024-09-07|11:02|ENVOLVER|ANITTA
2024-09-07|11:05|SI ANTES TE HUBIERA CONOCIDO|KAROL G.
2024-09-07|11:09|KISSES|BL3SS & CAMRINWATSIN FEAT. BBYCLOSE
2024-09-07|11:11|A VIDA DA|JURA
2024-09-07|11:13|MTG QUEM NAO QUER SOU EU|DJ TOPO, SEU JORGE, MC LEOZIN & MC G15
2024-09-07|11:15|BRUTOS DIAMANTES|SYRO FEAT. BISPO
2024-09-07|11:18|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-07|11:22|MOVE|ADAM PORT
2024-09-07|11:25|SE TE NOTA|MYKE TOWERS FEAT. PESO PLUMA
2024-09-07|11:29|VAMOS DE PAGODIN/SAMBA DE MALANDRO|DJ WN, DJ GM, MC PULIN DA CAPITAL, RYAN SP, PIEDRO & DANIEL
2024-09-07|11:33|RGTN|PROFJAM
2024-09-07|11:37|OVERDRIVE|OFENBACH FEAT. NORMA JEAN MARTINE
2024-09-07|11:40|I HAD SOME HELP|POST MALONE & MORGAN WALLEN
2024-09-07|11:46|I LOVE YOU, IM SORRY|GRACIE ABRAMS
2024-09-07|11:49|MONICA|JULINHO KSD FEAT. SORAIA RAMOS
2024-09-07|11:52|YES, AND?|ARIANA GRANDE
2024-09-07|11:55|WHATEVER IT TAKES|IMAGINE DRAGONS
2024-09-07|11:58|LIL BOO THANG|PAUL RUSSELL
2024-09-07|12:00|ALIBI|SEVDALIZA WITH PABLLO VITTAR & YSEULT
2024-09-07|12:03|TENHO DE PENSAR|PIKIKA
2024-09-07|12:06|FORTNIGHT|TAYLOR SWIFT FEAT. POST MALONE
2024-09-07|12:14|GUESS|CHARLI XCX FEAT. BILLIE EILISH
2024-09-07|12:16|WHATEVER|KYGO & AVA MAX
2024-09-07|12:19|YAMORE|MOBLACK & SALIF KEITA FEAT. CESARIA EVORA, BENJA & FRANC FALA
2024-09-07|12:23|CHIHIRO MTG|MULU & DUDA BEAT
2024-09-07|12:26|ON MY LOVE|ZARA LARSSON X DAVID GUETTA
2024-09-07|12:29|CHIHIRO|GRAVAGERZ
2024-09-07|12:32|HEARTLESS|THE WEEKND
2024-09-07|12:35|CAVALINHO|PEDRO SAMPAIO & GASPARZINHO
2024-09-07|12:37|BEAUTIFUL THINGS|BENSON BOONE
2024-09-07|12:40|CALON|NININHO VAZ MAIA
2024-09-07|12:43|GATA ONLY|FLOYYMENOR FEAT. CRIS MJ
2024-09-07|12:46|SI ANTES TE HUBIERA CONOCIDO|KAROL G.
2024-09-07|12:49|SOMETHING JUST LIKE THIS|THE CHAINSMOKERS FEAT. COLDPLAY
2024-09-07|12:53|MILLION DOLLAR BABY|TOMMY RICHMAN
2024-09-07|12:56|PSYCHO|POST MALONE FEAT. TY DOLLA $IGN
2024-09-07|13:00|I CAN DO IT WITH A BROKEN HEART|TAYLOR SWIFT
2024-09-07|13:04|FALA-ME A VERDADE|BIA CABOZ & PIRUKA
2024-09-07|13:07|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-07|13:10|TOUGH|QUAVO & LANA DEL REY
2024-09-07|13:13|SPRINTER|DAVE X CENTRAL CEE
2024-09-07|13:17|STARGAZING|MYLES SMITH
2024-09-07|13:20|ALIBI|ELLA HENDERSON FEAT. RUDIMENTAL
2024-09-07|13:23|I LOVE YOU, IM SORRY|GRACIE ABRAMS
2024-09-07|13:26|LUNCH|BILLIE EILISH
2024-09-07|13:29|SE TE NOTA|MYKE TOWERS FEAT. PESO PLUMA
2024-09-07|13:32|EVEN|RICHIE CAMPBELL FEAT. VAN ZEE & FRANKIEONTHEGUITAR
2024-09-07|13:35|DAKITI|BAD BUNNY & JHAY CORTEZ
2024-09-07|13:38|POCPOC|PEDRO SAMPAIO
2024-09-07|13:41|NOT LIKE US|KENDRICK LAMAR
2024-09-07|13:49|ALIBI|SEVDALIZA WITH PABLLO VITTAR & YSEULT
2024-09-07|13:51|CORDAPELE|SLOW J
2024-09-07|13:54|BENCAO|MIZZY MILES FEAT. VAN ZEE & BISPO
2024-09-07|13:58|SATURN|SZA
2024-09-07|14:01|YAMORE|MOBLACK & SALIF KEITA FEAT. CESARIA EVORA, BENJA & FRANC FALA
2024-09-07|14:05|NÃƑO Ã‰S TU SOU EU|BARBARA TINOCO
2024-09-07|14:08|HOUDINI|EMINEM
2024-09-07|14:18|LOOK WHOS LAUGHING NOW|BENJAMIN INGROSSO
2024-09-07|14:21|I DONT WANNA WAIT|DAVID GUETTA + ONEREPUBLIC
2024-09-07|14:24|SI ANTES TE HUBIERA CONOCIDO|KAROL G.
2024-09-07|14:30|GIRLS|THE KID LAROI
2024-09-07|14:32|DNA (LOVIN YOU)|BILLY GILLIES FEAT. HANNAH BOLEYN
2024-09-07|14:35|ADORE YOU|HUGEL X TOPIC X ARASH FEAT. DAECOLM
2024-09-07|14:41|WOMANS WORLD|KATY PERRY
2024-09-07|14:44|IGUAL QUE UN ANGEL|KALI UCHIS FEAT. PESO PLUMA
2024-09-07|14:48|NAO SOMOS IGUAIS|DIANA LIMA
2024-09-07|14:51|PLEASE PLEASE PLEASE|SABRINA CARPENTER
2024-09-07|14:57|ADORE U|FRED AGAIN.. & OBONGJAYAR
2024-09-07|15:00|OHNANA|KAPO
2024-09-07|15:03|MTG QUEM NAO QUER SOU EU|DJ TOPO, SEU JORGE, MC LEOZIN & MC G15
2024-09-07|15:05|I LOVE YOU, IM SORRY|GRACIE ABRAMS
2024-09-07|15:07|HOT UPTOWN|CAMILA CABELLO FEAT. DRAKE
2024-09-07|15:11|REDRUM|21 SAVAGE
2024-09-07|15:16|TRAINING SEASON|DUA LIPA
2024-09-07|15:19|VAMOS DE PAGODIN/SAMBA DE MALANDRO|DJ WN, DJ GM, MC PULIN DA CAPITAL, RYAN SP, PIEDRO & DANIEL
2024-09-07|15:27|KISSES|BL3SS & CAMRINWATSIN FEAT. BBYCLOSE
2024-09-07|15:30|ALIBI|SEVDALIZA WITH PABLLO VITTAR & YSEULT
2024-09-07|15:32|SAGRADO PROFANO|LUISA SONZA FEAT. KAYBLACK
2024-09-07|15:35|GUESS|CHARLI XCX FEAT. BILLIE EILISH
2024-09-07|15:40|AUSTIN|DASHA
2024-09-07|15:43|LOVE FORA DE STOCK|PIKIKA
2024-09-07|15:46|YAMORE|MOBLACK & SALIF KEITA FEAT. CESARIA EVORA, BENJA & FRANC FALA
2024-09-07|15:54|FIM DO NADA|MIZZY MILES FEAT. T-REX & ZARA G.
2024-09-07|15:58|DONT START NOW|DUA LIPA
2024-09-07|16:01|SI ANTES TE HUBIERA CONOCIDO|KAROL G.
2024-09-07|16:04|WATERMELON SUGAR|HARRY STYLES
2024-09-07|16:07|MOVE|ADAM PORT
2024-09-07|16:16|CHIHIRO|GRAVAGERZ
2024-09-07|16:18|A BAR SONG (TIPSY)|SHABOOZEY
2024-09-07|16:20|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-07|16:27|CORACAO|JURA
2024-09-07|16:30|VIDA BOA|DAVID CARREIRA & JULIETTE
2024-09-07|16:33|MILLION DOLLAR BABY|TOMMY RICHMAN
2024-09-07|16:35|NOVO BALANÃ‡O|VEIGH, BVGA BEATZ
2024-09-07|16:38|LOVERS IN A PAST LIFE|CALVIN HARRIS X RAG N BONE MAN
2024-09-07|16:43|CHIHIRO MTG|MULU & DUDA BEAT
2024-09-07|16:45|NOTAS DE CEM|INSTINTO 26
2024-09-07|16:50|FORTNIGHT|TAYLOR SWIFT FEAT. POST MALONE
2024-09-07|16:55|DELILAH (PULL ME OUT OF THIS)|FRED AGAIN..
2024-09-07|16:59|I LOVE YOU, IM SORRY|GRACIE ABRAMS
2024-09-07|17:02|THE DOOR|TEDDY SWIMS
2024-09-07|17:05|STARGAZING|MYLES SMITH
2024-09-07|17:08|ALIBI|SEVDALIZA WITH PABLLO VITTAR & YSEULT
2024-09-07|17:15|YONAGUNI|BAD BUNNY
2024-09-07|17:18|EVEN|RICHIE CAMPBELL FEAT. VAN ZEE & FRANKIEONTHEGUITAR
2024-09-07|17:22|CAVALINHO|PEDRO SAMPAIO & GASPARZINHO
2024-09-07|17:24|GATA ONLY|FLOYYMENOR FEAT. CRIS MJ
2024-09-07|17:27|YAMORE|MOBLACK & SALIF KEITA FEAT. CESARIA EVORA, BENJA & FRANC FALA
2024-09-07|17:33|SE TE NOTA|MYKE TOWERS FEAT. PESO PLUMA
2024-09-07|17:36|FUMACA|BARBARA BANDEIRA FEAT. VEIGH
2024-09-07|17:39|SI ANTES TE HUBIERA CONOCIDO|KAROL G.
2024-09-07|17:42|LOOK WHOS LAUGHING NOW|BENJAMIN INGROSSO
2024-09-07|17:51|FOGO|SLOW J
2024-09-07|17:53|TOUGH|QUAVO & LANA DEL REY
2024-09-07|17:57|LUNCH|BILLIE EILISH
2024-09-07|18:00|AMOR DE FERRO|DIOGO PICARRA & PEDRO ABRUNHOSA
2024-09-07|18:04|NOT LIKE US|KENDRICK LAMAR
2024-09-07|18:08|MTG QUEM NAO QUER SOU EU|DJ TOPO, SEU JORGE, MC LEOZIN & MC G15
2024-09-07|18:10|ONE OF THE GIRLS|THE WEEKND, JENNIE, LILY-ROSE DEPP
2024-09-07|18:19|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-07|18:22|GIRLS|THE KID LAROI
2024-09-07|18:25|ALO|DILLAZ FEAT. PLUTONIO
2024-09-07|18:28|ADORE YOU|HUGEL X TOPIC X ARASH FEAT. DAECOLM
2024-09-07|18:34|TONIGHT (D.I.Y.A.)|JAX JONES X JOEL CORRY X JASON DERULO
2024-09-07|18:38|HOUDINI|EMINEM
2024-09-07|18:41|VAMOS DE PAGODIN/SAMBA DE MALANDRO|DJ WN, DJ GM, MC PULIN DA CAPITAL, RYAN SP, PIEDRO & DANIEL
2024-09-07|18:46|MADE FOR ME|MUNI LONG
2024-09-07|18:52|EL CHAPO|WET BED GANG
2024-09-07|18:56|OHNANA|KAPO
2024-09-07|18:59|PLEASE PLEASE PLEASE|SABRINA CARPENTER
2024-09-07|19:02|YAMORE|MOBLACK & SALIF KEITA FEAT. CESARIA EVORA, BENJA & FRANC FALA
2024-09-07|19:06|VAMOS DE PAGODIN/SAMBA DE MALANDRO|DJ WN, DJ GM, MC PULIN DA CAPITAL, RYAN SP, PIEDRO & DANIEL
2024-09-07|19:11|STUMBLIN IN|CYRIL
2024-09-07|19:15|EL CHAPO|WET BED GANG
2024-09-07|19:19|SI ANTES TE HUBIERA CONOCIDO|KAROL G.
2024-09-07|19:22|ROYALS|LORDE
2024-09-07|19:25|HOT UPTOWN|CAMILA CABELLO FEAT. DRAKE
2024-09-07|19:28|LIGHTER|GALANTIS, DAVID GUETTA & 5 SECONDS OF SUMMER
2024-09-07|19:31|SAGRADO PROFANO|LUISA SONZA FEAT. KAYBLACK
2024-09-07|19:34|PRICELESS|INSTINTO 26 & IVANDRO
2024-09-07|19:38|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-07|19:41|PEDRIN (TU OBEDECE)|PEDRO SAMPAIO FEAT. DJ TOPO
2024-09-07|19:46|CHIHIRO MTG|MULU & DUDA BEAT
2024-09-07|19:49|KISSES|BL3SS & CAMRINWATSIN FEAT. BBYCLOSE
2024-09-07|19:51|PROBLEMAS DE UM MILIONARIO|WIU
2024-09-07|19:53|TONIGHT (D.I.Y.A.)|JAX JONES X JOEL CORRY X JASON DERULO
2024-09-07|19:56|VER-TE DORMIR|CARLÃƑO
2024-09-07|20:00|I LOVE YOU, IM SORRY|GRACIE ABRAMS
2024-09-07|20:02|CHIHIRO|GRAVAGERZ
2024-09-07|20:04|GUESS|CHARLI XCX FEAT. BILLIE EILISH
2024-09-07|20:11|WE CANT BE FRIENDS (WAIT FOR YOUR LOVE)|ARIANA GRANDE
2024-09-07|20:14|ALIBI|SEVDALIZA WITH PABLLO VITTAR & YSEULT
2024-09-07|20:17|MOVE|ADAM PORT
2024-09-07|20:20|PLANETA|BISPO FEAT. BARBARA TINOCO
2024-09-07|20:23|DIE WITH A SMILE|LADY GAGA & BRUNO MARS
2024-09-07|20:27|LADY (HEAR ME TONIGHT)|MODJO
2024-09-07|20:31|SE TE NOTA|MYKE TOWERS FEAT. PESO PLUMA
2024-09-07|20:34|I HAD SOME HELP|POST MALONE & MORGAN WALLEN
2024-09-07|20:37|NEW WOMAN|LISA FEAT. ROSALIA
2024-09-07|20:40|MILLION DOLLAR BABY|TOMMY RICHMAN
2024-09-07|20:43|CAVALINHO|PEDRO SAMPAIO & GASPARZINHO
2024-09-07|20:45|MY LOVE MINE ALL MINE|MITSKI
2024-09-07|20:47|YAMORE|MOBLACK & SALIF KEITA FEAT. CESARIA EVORA, BENJA & FRANC FALA
2024-09-07|20:52|EU E TU|MIKE 11 FEAT. D.A.M.A.
2024-09-07|20:55|TOO SWEET|HOZIER
2024-09-07|21:00|FORTNIGHT|TAYLOR SWIFT FEAT. POST MALONE
2024-09-07|21:04|SI ANTES TE HUBIERA CONOCIDO|KAROL G.
2024-09-07|21:07|I CAN DO IT WITH A BROKEN HEART|TAYLOR SWIFT
2024-09-07|21:11|ESPRESSO|SABRINA CARPENTER
2024-09-07|21:14|(WHEN IM WITH YOU IM) FREE|CALVIN HARRIS & ELLIE GOULDING
2024-09-07|21:17|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-07|21:21|ELA NÃƑO SABE POIS NÃƑO|BÃRBARA TINOCO
2024-09-07|21:24|TOUGH|QUAVO & LANA DEL REY
2024-09-07|21:27|BELONG TOGETHER|MARK AMBOR
2024-09-07|21:30|GATA ONLY|FLOYYMENOR FEAT. CRIS MJ
2024-09-07|21:33|LOVE AGAIN|RICHIE CAMPBELL
2024-09-07|21:36|I LOVE YOU, IM SORRY|GRACIE ABRAMS
2024-09-07|21:39|STAY|WUANT & BLUNDER
2024-09-07|21:44|STARGAZING|MYLES SMITH
2024-09-07|21:47|GIRLS|THE KID LAROI
2024-09-07|21:49|GOOD LUCK, BABE!|CHAPPELL ROAN
2024-09-07|21:53|DARLING|SHIMZA WITH ALOE BLACC
2024-09-07|21:58|BARCO|IVANDRO FEAT. BISPO
2024-09-07|22:01|ALIBI|SEVDALIZA WITH PABLLO VITTAR & YSEULT
2024-09-07|22:04|EVEN|RICHIE CAMPBELL FEAT. VAN ZEE & FRANKIEONTHEGUITAR
2024-09-07|22:07|WOMANS WORLD|KATY PERRY
2024-09-07|22:13|I LIKE THE WAY YOU KISS ME|ARTEMAS
2024-09-07|22:16|YAMORE|MOBLACK & SALIF KEITA FEAT. CESARIA EVORA, BENJA & FRANC FALA
2024-09-07|22:20|LUNCH|BILLIE EILISH
2024-09-07|22:23|NOITE|IVANDRO & VITOR KLEY
2024-09-07|22:26|WHY WHY WHY|SHAWN MENDES
2024-09-07|22:29|EMPIRE STATE OF MIND|JAY-Z FEAT. ALICIA KEYS
2024-09-07|22:34|SE TE NOTA|MYKE TOWERS FEAT. PESO PLUMA
2024-09-07|22:37|NOT LIKE US|KENDRICK LAMAR
2024-09-07|22:42|EL CHAPO|WET BED GANG
2024-09-07|22:46|LOOK WHOS LAUGHING NOW|BENJAMIN INGROSSO
2024-09-07|22:49|CYNICAL|TWOCOLORS X SAFRI DUO X CHRIS DE SARANDY
2024-09-07|22:52|SI ANTES TE HUBIERA CONOCIDO|KAROL G.
2024-09-07|22:55|CONTRA PROBABILIDADES|BISPO FEAT. JULINHO KSD
2024-09-07|22:59|HOUDINI|EMINEM
2024-09-07|23:03|SI NO ESTÃS|IÃ‘IGO QUINTERO
2024-09-07|23:06|PEDRIN (TU OBEDECE)|PEDRO SAMPAIO FEAT. DJ TOPO
2024-09-07|23:08|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-07|23:12|NORMAL|NENNY
2024-09-07|23:14|IS IT OVER NOW|TAYLOR SWIFT
2024-09-07|23:18|CHIHIRO MTG|MULU & DUDA BEAT
2024-09-07|23:21|ADORE YOU|HUGEL X TOPIC X ARASH FEAT. DAECOLM
2024-09-07|23:25|DIE WITH A SMILE|LADY GAGA & BRUNO MARS
2024-09-07|23:29|I LOVE YOU, IM SORRY|GRACIE ABRAMS
2024-09-07|23:32|TONIGHT (D.I.Y.A.)|JAX JONES X JOEL CORRY X JASON DERULO
2024-09-07|23:35|PLEASE PLEASE PLEASE|SABRINA CARPENTER
2024-09-07|23:38|DEVIA IR|WET BED GANG
2024-09-07|23:42|ALIBI|SEVDALIZA WITH PABLLO VITTAR & YSEULT
2024-09-07|23:44|CAVALINHO|PEDRO SAMPAIO & GASPARZINHO
2024-09-07|23:50|NOVIDADE NA AREA|MC LIVINHO & DJ MATT D
2024-09-07|23:52|OHNANA|KAPO
2024-09-07|23:54|CRAZY|GNARLS BARKLEY
2024-09-07|23:57|WHERE ARE YOU NOW|LOST FREQUENCIES & CALUM SCOTT
2024-09-08|00:53|YAMORE|MOBLACK & SALIF KEITA FEAT. CESARIA EVORA, BENJA & FRANC FALA
2024-09-08|00:57|LOVIN ON ME|JACK HARLOW
2024-09-08|01:00|I LOVE YOU, IM SORRY|GRACIE ABRAMS
2024-09-08|01:02|FLOWERS|MILEY CYRUS
2024-09-08|01:05|I HAD SOME HELP|POST MALONE & MORGAN WALLEN
2024-09-08|01:08|STAY|WUANT & BLUNDER
2024-09-08|01:11|I CAN DO IT WITH A BROKEN HEART|TAYLOR SWIFT
2024-09-08|01:15|ASSOBIA PARA O LADO|CARLAO
2024-09-08|01:18|ALIBI|SEVDALIZA WITH PABLLO VITTAR & YSEULT
2024-09-08|01:20|WOMANS WORLD|KATY PERRY
2024-09-08|01:23|TATA|SLOW J
2024-09-08|01:26|YAMORE|MOBLACK & SALIF KEITA FEAT. CESARIA EVORA, BENJA & FRANC FALA
2024-09-08|01:30|DARLING|SHIMZA WITH ALOE BLACC
2024-09-08|01:34|FORTNIGHT|TAYLOR SWIFT FEAT. POST MALONE
2024-09-08|01:38|DIALETOS DA TERNURA|DA WEASEL
2024-09-08|01:42|STARGAZING|MYLES SMITH
2024-09-08|01:45|BRUTOS DIAMANTES|SYRO FEAT. BISPO
2024-09-08|01:49|PRADA|CASSO X RAYE X D-BLOCK EUROPE
2024-09-08|01:51|HOT UPTOWN|CAMILA CABELLO FEAT. DRAKE
2024-09-08|01:54|LUCID DREAMS|JUICE WRLD
2024-09-08|01:58|LIL BOO THANG|PAUL RUSSELL
2024-09-08|02:00|GREEDY|TATE MCRAE
2024-09-08|02:02|EVEN|RICHIE CAMPBELL FEAT. VAN ZEE & FRANKIEONTHEGUITAR
2024-09-08|02:07|SI ANTES TE HUBIERA CONOCIDO|KAROL G.
2024-09-08|02:10|KISSES|BL3SS & CAMRINWATSIN FEAT. BBYCLOSE
2024-09-08|02:12|OVERDRIVE|OFENBACH FEAT. NORMA JEAN MARTINE
2024-09-08|02:15|A VIDA DA|JURA
2024-09-08|02:17|RUDE|MAGIC!
2024-09-08|02:21|GATA ONLY|FLOYYMENOR FEAT. CRIS MJ
2024-09-08|02:24|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-08|02:28|CHIHIRO MTG|MULU & DUDA BEAT
2024-09-08|02:30|YES, AND?|ARIANA GRANDE
2024-09-08|02:33|WHY WHY WHY|SHAWN MENDES
2024-09-08|02:36|I LOVE YOU, IM SORRY|GRACIE ABRAMS
2024-09-08|02:39|BUSSOLA|NENNY
2024-09-08|02:43|LOOK WHOS LAUGHING NOW|BENJAMIN INGROSSO
2024-09-08|02:46|LUNCH|BILLIE EILISH
2024-09-08|02:49|EL CHAPO|WET BED GANG
2024-09-08|02:53|CRUEL SUMMER|TAYLOR SWIFT
2024-09-08|02:56|ADORE YOU|HARRY STYLES
2024-09-08|03:00|ALIBI|SEVDALIZA WITH PABLLO VITTAR & YSEULT
2024-09-08|03:03|UPSIDE DOWN|JACK JOHNSON
2024-09-08|03:05|NOT LIKE US|KENDRICK LAMAR
2024-09-08|03:10|PEDRIN (TU OBEDECE)|PEDRO SAMPAIO FEAT. DJ TOPO
2024-09-08|03:12|ADORE YOU|HUGEL X TOPIC X ARASH FEAT. DAECOLM
2024-09-08|03:16|POR ENQUANTO|PLUTONIO
2024-09-08|03:18|YAMORE|MOBLACK & SALIF KEITA FEAT. CESARIA EVORA, BENJA & FRANC FALA
2024-09-08|03:22|CAVALINHO|PEDRO SAMPAIO & GASPARZINHO
2024-09-08|03:24|WHATEVER|KYGO & AVA MAX
2024-09-08|03:27|SI ANTES TE HUBIERA CONOCIDO|KAROL G.
2024-09-08|03:31|TONIGHT (D.I.Y.A.)|JAX JONES X JOEL CORRY X JASON DERULO
2024-09-08|03:34|HOUDINI|EMINEM
2024-09-08|03:37|FICA|DOMINGUES
2024-09-08|03:42|OHNANA|KAPO
2024-09-08|03:44|BEAUTIFUL THINGS|BENSON BOONE
2024-09-08|03:49|STRANGERS|KENYA GRACE
2024-09-08|03:52|TOUGH|QUAVO & LANA DEL REY
2024-09-08|03:55|HIGH HOPES|PANIC! AT THE DISCO
2024-09-08|03:58|LIL BOO THANG|PAUL RUSSELL
2024-09-08|04:00|CHAMADAS|IVANDRO FEAT. VAN ZEE
2024-09-08|04:03|MTG QUEM NAO QUER SOU EU|DJ TOPO, SEU JORGE, MC LEOZIN & MC G15
2024-09-08|04:07|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-08|04:10|GIRLS|THE KID LAROI
2024-09-08|04:13|ALIBI|ELLA HENDERSON FEAT. RUDIMENTAL
2024-09-08|04:16|HEAVEN|RICHIE CAMPBELL
2024-09-08|04:19|UNWRITTEN|NATASHA BEDINGFIELD
2024-09-08|04:23|PLEASE PLEASE PLEASE|SABRINA CARPENTER
2024-09-08|04:26|I LOVE YOU, IM SORRY|GRACIE ABRAMS
2024-09-08|04:29|WOMANS WORLD|KATY PERRY
2024-09-08|04:32|POCPOC|PEDRO SAMPAIO
2024-09-08|04:34|DIE WITH A SMILE|LADY GAGA & BRUNO MARS
2024-09-08|04:38|ALIBI|SEVDALIZA WITH PABLLO VITTAR & YSEULT
2024-09-08|04:41|NO SCRUBS|TOM ENZY FEAT. KALU
2024-09-08|04:43|VAMOS DE PAGODIN/SAMBA DE MALANDRO|DJ WN, DJ GM, MC PULIN DA CAPITAL, RYAN SP, PIEDRO & DANIEL
2024-09-08|04:48|SAGRADO PROFANO|LUISA SONZA FEAT. KAYBLACK
2024-09-08|04:51|NEW WOMAN|LISA FEAT. ROSALIA
2024-09-08|04:54|HEY YA|OUTKAST
2024-09-08|04:58|LIL BOO THANG|PAUL RUSSELL
2024-09-08|05:00|YAMORE|MOBLACK & SALIF KEITA FEAT. CESARIA EVORA, BENJA & FRANC FALA
2024-09-08|05:05|MISS INDEPENDENT|NE-YO
2024-09-08|05:08|MOVE|ADAM PORT
2024-09-08|05:11|(WHEN IM WITH YOU IM) FREE|CALVIN HARRIS & ELLIE GOULDING
2024-09-08|05:15|GUESS|CHARLI XCX FEAT. BILLIE EILISH
2024-09-08|05:17|FLOATING|RICHIE CAMPBELL
2024-09-08|05:20|SI ANTES TE HUBIERA CONOCIDO|KAROL G.
2024-09-08|05:23|HOT UPTOWN|CAMILA CABELLO FEAT. DRAKE
2024-09-08|05:26|BENCAO|MIZZY MILES FEAT. VAN ZEE & BISPO
2024-09-08|05:29|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-08|05:33|STAY|WUANT & BLUNDER
2024-09-08|05:35|I HAD SOME HELP|POST MALONE & MORGAN WALLEN
2024-09-08|05:38|AMAR DE COR|VAN ZEE
2024-09-08|05:41|CHIHIRO|GRAVAGERZ
2024-09-08|05:43|I DONT WANNA WAIT|DAVID GUETTA + ONEREPUBLIC
2024-09-08|05:48|LOSE CONTROL|TEDDY SWIMS
2024-09-08|05:51|KISSES|BL3SS & CAMRINWATSIN FEAT. BBYCLOSE
2024-09-08|05:53|SEXYBACK|JUSTIN TIMBERLAKE FEAT. TIMBALAND
2024-09-08|05:57|SHIVERS|ED SHEERAN
2024-09-08|06:01|WATER|TYLA
2024-09-08|06:04|MILLION DOLLAR BABY|TOMMY RICHMAN
2024-09-08|06:09|I LOVE YOU, IM SORRY|GRACIE ABRAMS
2024-09-08|06:11|CHIHIRO MTG|MULU & DUDA BEAT
2024-09-08|06:14|IGUAL QUE UN ANGEL|KALI UCHIS FEAT. PESO PLUMA
2024-09-08|06:18|MIDNIGHT IN LISBON|RICHIE CAMPBELL
2024-09-08|06:22|DEMONS|IMAGINE DRAGONS
2024-09-08|06:25|FORTNIGHT|TAYLOR SWIFT FEAT. POST MALONE
2024-09-08|06:28|ALIBI|SEVDALIZA WITH PABLLO VITTAR & YSEULT
2024-09-08|06:31|CAVALINHO|PEDRO SAMPAIO & GASPARZINHO
2024-09-08|06:33|TRAINING SEASON|DUA LIPA
2024-09-08|06:37|DARLING|SHIMZA WITH ALOE BLACC
2024-09-08|06:42|YAMORE|MOBLACK & SALIF KEITA FEAT. CESARIA EVORA, BENJA & FRANC FALA
2024-09-08|06:46|WATER|RICHIE CAMPBELL X SLOW J X LHAST
2024-09-08|06:49|I CAN DO IT WITH A BROKEN HEART|TAYLOR SWIFT
2024-09-08|06:53|LUNCH|BILLIE EILISH
2024-09-08|06:56|WHY WHY WHY|SHAWN MENDES
2024-09-08|06:59|SI ANTES TE HUBIERA CONOCIDO|KAROL G.
2024-09-08|07:02|JUST DANCE|LADY GAGA [+] COLBY O`DONIS
2024-09-08|07:06|GATA ONLY|FLOYYMENOR FEAT. CRIS MJ
2024-09-08|07:09|EL CHAPO|WET BED GANG
2024-09-08|07:14|STARGAZING|MYLES SMITH
2024-09-08|07:16|SLOWLY|RICHIE CAMPBELL
2024-09-08|07:20|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-08|07:24|TOUGH|QUAVO & LANA DEL REY
2024-09-08|07:27|MWAKI|ZERB, SOFIYA NZAU
2024-09-08|07:31|I LOVE YOU, IM SORRY|GRACIE ABRAMS
2024-09-08|07:33|PEDRIN (TU OBEDECE)|PEDRO SAMPAIO FEAT. DJ TOPO
2024-09-08|07:35|NOT LIKE US|KENDRICK LAMAR
2024-09-08|07:40|SOMOS IGUAIS|PLUTONIO
2024-09-08|07:43|EVEN|RICHIE CAMPBELL FEAT. VAN ZEE & FRANKIEONTHEGUITAR
2024-09-08|07:47|AUSTIN|DASHA
2024-09-08|07:54|CARRO|BARBARA BANDEIRA FEAT. DILLAZ
2024-09-08|07:57|GIRLS|THE KID LAROI
2024-09-08|08:00|TEXAS HOLD EM|BEYONCE
